iter	Passed	Remaining
1698	5817	1030
1699	5821	1027
1700	5824	1023
1701	5827	1020
1702	5830	1016
1703	5833	1013
1704	5836	1009
1705	5839	1006
1706	5842	1002
1707	5845	999
1708	5849	995
1709	5852	992
1710	5855	988
1711	5858	985
1712	5861	982
1713	5864	978
1714	5867	975
1715	5871	971
1716	5874	968
1717	5877	964
1718	5880	961
1719	5883	957
1720	5886	954
1721	5889	950
1722	5893	947
1723	5896	943
1724	5899	940
1725	5902	936
1726	5905	933
1727	5908	930
1728	5911	926
1729	5914	923
1730	5917	919
1731	5920	916
1732	5923	912
1733	5927	909
1734	5930	905
1735	5933	902
1736	5936	898
1737	5939	895
1738	5942	891
1739	5945	888
1740	5949	885
1741	5952	881
1742	5955	878
1743	5958	874
1744	5961	871
1745	5964	867
1746	5967	864
1747	5970	860
1748	5973	857
1749	5977	853
1750	5980	850
1751	5983	846
1752	5986	843
1753	5989	839
1754	5992	836
1755	5995	833
1756	5998	829
1757	6001	826
1758	6005	822
1759	6008	819
1760	6011	815
1761	6014	812
1762	6017	808
1763	6020	805
1764	6023	802
1765	6026	798
1766	6029	795
1767	6033	791
1768	6036	788
1769	6039	784
1770	6042	781
1771	6045	777
1772	6048	774
1773	6051	770
1774	6054	767
1775	6057	764
1776	6061	760
1777	6064	757
1778	6066	753
1779	6070	750
1780	6073	746
1781	6076	743
1782	6079	739
1783	6082	736
1784	6085	733
1785	6089	729
1786	6092	726
1787	6095	722
1788	6098	719
1789	6101	715
1790	6104	712
1791	6107	708
1792	6110	705
1793	6113	702
1794	6116	698
1795	6120	695
1796	6123	691
1797	6126	688
1798	6129	684
1799	6132	681
1800	6135	677
1801	6138	674
1802	6142	671
1803	6145	667
1804	6148	664
1805	6151	660
1806	6154	657
1807	6157	653
1808	6160	650
1809	6163	646
1810	6166	643
1811	6169	640
1812	6173	636
1813	6176	633
1814	6179	629
1815	6182	626
1816	6185	622
1817	6188	619
1818	6191	616
1819	6194	612
1820	6197	609
1821	6201	605
1822	6204	602
1823	6207	598
1824	6210	595
1825	6213	592
1826	6217	588
1827	6221	585
1828	6224	581
1829	6227	578
1830	6231	575
1831	6234	571
1832	6237	568
1833	6240	564
1834	6243	561
1835	6247	558
1836	6250	554
1837	6253	551
1838	6256	547
1839	6260	544
1840	6263	540
1841	6266	537
1842	6269	534
1843	6273	530
1844	6276	527
1845	6279	523
1846	6282	520
1847	6287	517
1848	6292	513
1849	6295	510
1850	6299	507
1851	6302	503
1852	6305	500
1853	6308	496
1854	6311	493
1855	6314	489
1856	6317	486
1857	6321	483
1858	6324	479
1859	6328	476
1860	6332	472
1861	6336	469
1862	6340	466
1863	6343	462
1864	6347	459
1865	6351	456
1866	6355	452
1867	6359	449
1868	6362	445
1869	6366	442
1870	6370	439
1871	6373	435
1872	6377	432
1873	6381	429
1874	6384	425
1875	6387	422
1876	6390	418
1877	6393	415
1878	6396	411
1879	6399	408
1880	6402	405
1881	6405	401
1882	6409	398
1883	6412	394
1884	6415	391
1885	6418	387
1886	6421	384
1887	6424	381
1888	6427	377
1889	6431	374
1890	6434	370
1891	6437	367
1892	6440	364
1893	6443	360
1894	6446	357
1895	6449	353
1896	6452	350
1897	6455	346
1898	6460	343
1899	6463	340
1900	6466	336
1901	6470	333
1902	6473	329
1903	6476	326
1904	6479	323
1905	6482	319
1906	6486	316
1907	6489	312
1908	6492	309
1909	6495	306
1910	6498	302
1911	6501	299
1912	6505	295
1913	6508	292
1914	6511	289
1915	6514	285
1916	6517	282
1917	6520	278
1918	6523	275
1919	6526	271
1920	6529	268
1921	6533	265
1922	6536	261
1923	6539	258
1924	6542	254
1925	6545	251
1926	6549	248
1927	6552	244
1928	6556	241
1929	6559	237
1930	6562	234
1931	6565	231
1932	6568	227
1933	6572	224
1934	6575	220
1935	6578	217
1936	6581	214
1937	6585	210
1938	6588	207
1939	6591	203
1940	6594	200
1941	6597	197
1942	6600	193
1943	6603	190
1944	6606	186
1945	6609	183
1946	6613	180
1947	6616	176
1948	6619	173
1949	6622	169
1950	6625	166
1951	6628	163
1952	6631	159
1953	6634	156
1954	6637	152
1955	6640	149
1956	6644	145
1957	6647	142
1958	6650	139
1959	6653	135
1960	6656	132
1961	6659	128
1962	6662	125
1963	6665	122
1964	6669	118
1965	6672	115
1966	6675	111
1967	6678	108
1968	6681	105
1969	6684	101
1970	6687	98
1971	6690	94
1972	6693	91
1973	6697	88
1974	6700	84
1975	6702	81
1976	6706	78
1977	6709	74
1978	6712	71
1979	6715	67
1980	6718	64
1981	6721	61
1982	6724	57
1983	6727	54
1984	6730	50
1985	6733	47
1986	6736	44
1987	6740	40
1988	6743	37
1989	6746	33
1990	6749	30
1991	6752	27
1992	6756	23
1993	6759	20
1994	6762	16
1995	6765	13
1996	6768	10
1997	6771	6
1998	6774	3
1999	6778	0
