iter	MAE	RMSE
998	7171.739003	9494.457232
999	7169.687712	9491.277271
1000	7164.440642	9485.339573
1001	7161.149576	9479.994799
1002	7160.637669	9479.186756
1003	7155.650083	9472.621602
1004	7149.036034	9463.905067
1005	7143.813925	9457.628477
1006	7141.586862	9454.949543
1007	7140.948087	9453.802003
1008	7138.398718	9447.904506
1009	7134.797995	9442.488404
1010	7130.711881	9435.600273
1011	7126.765264	9429.322069
1012	7118.447835	9418.923838
1013	7110.874117	9410.521482
1014	7104.343835	9403.393907
1015	7096.840384	9395.0805
1016	7091.119575	9387.826231
1017	7085.745456	9378.963738
1018	7082.507814	9374.437394
1019	7077.423455	9367.628077
1020	7073.109513	9362.30925
1021	7067.926517	9356.195219
1022	7064.295007	9350.612083
1023	7058.451715	9342.589739
1024	7052.852522	9332.64629
1025	7048.649857	9326.147273
1026	7043.615235	9319.93676
1027	7038.824751	9312.531725
1028	7033.162571	9305.340623
1029	7027.966194	9298.384355
1030	7022.532954	9291.533613
1031	7015.632599	9283.892472
1032	7012.486362	9280.66275
1033	7009.145044	9275.133341
1034	7003.05671	9267.159504
1035	6999.640617	9260.892131
1036	6998.742759	9260.13594
1037	6994.962057	9254.441421
1038	6989.374775	9248.172636
1039	6986.52358	9244.172397
1040	6981.330454	9238.356916
1041	6973.703233	9228.196195
1042	6971.794067	9223.626643
1043	6967.07694	9219.497725
1044	6962.971954	9211.314959
1045	6958.225214	9206.109995
1046	6953.837654	9200.17338
1047	6950.375485	9193.645698
1048	6946.485532	9186.620271
1049	6941.533295	9180.243424
1050	6935.931274	9173.412789
1051	6933.921257	9168.309048
1052	6933.545424	9167.116866
1053	6927.456129	9158.993825
1054	6924.560816	9154.708262
1055	6921.264904	9148.103565
1056	6920.634252	9147.460924
1057	6914.717136	9141.001662
1058	6910.37484	9133.963869
1059	6906.797363	9128.719649
1060	6906.231171	9128.154187
1061	6899.072443	9118.959244
1062	6898.62825	9118.359313
1063	6893.345083	9108.704493
1064	6891.75885	9106.099209
1065	6891.17455	9105.537387
1066	6887.443635	9099.560478
1067	6884.621437	9094.401379
1068	6880.925799	9088.553734
1069	6875.43338	9081.152724
1070	6869.601233	9073.366039
1071	6863.97671	9065.438512
1072	6861.763362	9060.579561
1073	6857.675888	9054.360352
1074	6854.173922	9050.26614
1075	6850.841961	9047.070333
1076	6845.43783	9040.313666
1077	6839.242239	9030.980805
1078	6838.625236	9030.286355
1079	6835.892375	9024.958625
1080	6831.367003	9018.766668
1081	6825.741982	9008.737031
1082	6822.739038	9004.381955
1083	6816.878432	8998.052614
1084	6812.849377	8991.827207
1085	6808.568774	8985.041001
1086	6808.114383	8984.343816
1087	6807.665531	8983.710239
1088	6802.355797	8977.061699
1089	6798.36903	8969.653202
1090	6792.248058	8961.358336
1091	6788.1172	8955.951936
1092	6786.433005	8953.899865
1093	6780.603424	8945.445174
1094	6776.964412	8939.514952
1095	6773.282793	8932.812946
1096	6770.217676	8929.035364
1097	6767.25948	8924.889072
1098	6763.371818	8919.960399
1099	6757.125237	8911.980322
1100	6756.645104	8911.111216
1101	6756.157275	8910.6127
1102	6752.130863	8904.48472
1103	6748.021898	8898.9859
1104	6744.411851	8893.773285
1105	6739.366719	8887.782595
1106	6734.489659	8882.042021
1107	6734.134597	8881.5236
1108	6730.841812	8877.515028
1109	6726.558841	8872.293748
1110	6722.571799	8867.247452
1111	6719.951709	8863.332618
1112	6718.619862	8860.927516
1113	6712.866777	8853.909725
1114	6710.688506	8849.332833
1115	6708.688606	8845.328259
1116	6708.14821	8844.83169
1117	6706.955863	8843.148864
1118	6699.991696	8833.827186
1119	6698.417029	8831.145608
1120	6693.632772	8825.049516
1121	6690.979581	8820.075004
1122	6690.704013	8819.520233
1123	6690.173791	8819.039393
1124	6689.626224	8818.529823
1125	6684.600585	8812.584366
1126	6683.359939	8810.976995
1127	6678.499121	8804.532048
1128	6677.853342	8803.729293
1129	6674.022864	8799.036952
1130	6669.535884	8793.298304
1131	6669.11404	8792.075529
1132	6668.346027	8791.192327
1133	6665.178826	8787.292909
1134	6660.920227	8782.1597
1135	6658.213712	8777.191024
1136	6656.871855	8774.720631
1137	6653.300556	8769.714618
1138	6652.156113	8767.802788
1139	6648.413034	8763.330513
1140	6644.418978	8756.946065
1141	6641.58576	8753.657511
1142	6637.614784	8748.897982
1143	6635.337161	8746.148702
1144	6630.82672	8740.962531
1145	6630.491177	8740.312085
1146	6629.438903	8739.33023
1147	6624.024943	8730.074847
1148	6621.322403	8727.497142
1149	6621.119537	8727.035276
1150	6620.524461	8726.334102
1151	6620.091499	8725.838011
1152	6617.860194	8723.842212
1153	6612.903839	8718.198629
1154	6609.079842	8713.174644
1155	6608.596364	8712.266667
1156	6607.051014	8707.692626
1157	6606.12421	8707.087225
1158	6603.736341	8704.398636
1159	6600.394588	8699.071039
1160	6599.971184	8698.369368
1161	6598.600801	8693.973042
1162	6595.024767	8689.280936
1163	6589.901977	8683.80527
1164	6589.27669	8683.007437
1165	6585.140029	8678.543453
1166	6584.383112	8677.423877
1167	6579.417386	8670.554765
1168	6578.946001	8670.161173
1169	6574.777839	8664.6864
1170	6574.285819	8663.89485
1171	6570.953702	8658.71716
1172	6566.378411	8652.130582
1173	6561.854161	8647.386297
1174	6555.08046	8637.589526
1175	6551.989178	8634.870645
1176	6547.431705	8627.065733
1177	6543.459083	8622.087553
1178	6539.759191	8615.809374
1179	6538.089595	8612.585692
1180	6534.806042	8607.881245
1181	6530.604737	8602.410319
1182	6524.330616	8595.410337
1183	6522.94372	8594.347105
1184	6522.610341	8593.986947
1185	6518.694213	8587.280895
1186	6510.863276	8578.850795
1187	6506.585527	8574.405395
1188	6503.783867	8570.180141
1189	6499.104398	8563.496893
1190	6497.188849	8559.258004
1191	6496.624006	8558.441878
1192	6493.134162	8553.442099
1193	6490.794584	8549.268364
1194	6489.726651	8548.260368
1195	6486.03964	8541.642536
1196	6484.339328	8538.589668
1197	6481.3433	8534.503024
1198	6480.162182	8532.066808
1199	6476.656777	8526.662647
1200	6470.848308	8516.832783
1201	6470.351349	8516.212273
1202	6465.212558	8510.304817
1203	6460.643696	8504.881939
1204	6459.446142	8502.387745
1205	6455.19296	8496.915612
1206	6452.327549	8493.655365
1207	6447.609033	8487.026726
1208	6447.226368	8486.456013
1209	6446.865665	8486.057931
1210	6443.538943	8481.742601
1211	6440.152999	8476.475551
1212	6436.311458	8471.245845
1213	6431.448412	8464.013281
1214	6431.200891	8463.572343
1215	6430.977406	8463.217414
1216	6428.302933	8459.066463
1217	6425.901063	8456.218011
1218	6423.584154	8451.246612
1219	6419.596102	8445.467667
1220	6417.182857	8442.235685
1221	6414.363955	8439.174014
1222	6413.666922	8438.168101
1223	6410.8833	8435.457735
1224	6405.755136	8427.035637
1225	6401.966151	8421.932054
1226	6398.029678	8417.613606
1227	6394.802416	8413.254385
1228	6394.621613	8412.928847
1229	6389.169504	8407.330236
1230	6386.179182	8402.143217
1231	6382.379649	8396.869536
1232	6377.421996	8390.515152
1233	6374.945652	8385.465647
1234	6373.437746	8383.554489
1235	6370.460302	8376.705273
1236	6370.458313	8376.388899
1237	6368.021053	8373.013836
1238	6364.577146	8368.170677
1239	6361.403598	8363.480384
1240	6361.051137	8363.104229
1241	6358.028164	8359.491341
1242	6354.634489	8355.240588
1243	6353.952692	8354.2235
1244	6351.028169	8350.567779
1245	6348.124279	8346.498414
1246	6346.92323	8344.278055
1247	6340.964447	8336.298033
1248	6339.715662	8335.402976
1249	6338.933726	8334.162024
1250	6336.220448	8329.6947
1251	6335.524831	8329.008314
1252	6328.867801	8322.390164
1253	6328.864179	8322.091509
1254	6325.127285	8317.680274
1255	6324.93814	8317.353097
1256	6323.08185	8314.500883
1257	6320.103512	8310.397238
1258	6316.331452	8305.03806
1259	6312.002657	8299.222521
1260	6311.103039	8296.746967
1261	6306.980791	8291.354086
1262	6302.84025	8285.95873
1263	6298.202773	8278.642958
1264	6292.860428	8270.903753
1265	6292.084812	8269.635025
1266	6289.502003	8267.046049
1267	6287.146908	8263.701464
1268	6286.81625	8262.578749
1269	6282.818131	8257.481579
1270	6277.19592	8250.508033
1271	6275.45357	8248.001513
1272	6275.387246	8247.678432
1273	6271.024683	8242.181304
1274	6270.75988	8241.861988
1275	6266.383882	8235.409084
1276	6262.991742	8231.25747
1277	6261.490236	8229.732886
1278	6261.148932	8229.348256
1279	6258.439821	8225.193494
1280	6253.617071	8218.835447
1281	6246.957331	8210.359938
1282	6243.871245	8207.334314
1283	6238.91967	8201.280549
1284	6235.923321	8195.315802
1285	6235.7618	8194.999263
1286	6231.262598	8185.965028
1287	6226.069041	8179.060335
1288	6220.992842	8172.694634
1289	6218.629325	8169.270983
1290	6218.654696	8168.99765
1291	6215.840016	8165.776572
1292	6214.227381	8162.626024
1293	6212.62043	8159.578939
1294	6209.95074	8154.784862
1295	6206.174497	8148.524213
1296	6201.82944	8142.560926
1297	6199.714238	8139.660334
1298	6199.083845	8138.158207
1299	6198.266456	8134.797584
1300	6193.451765	8128.605273
1301	6188.136294	8121.149222
1302	6186.022231	8118.230598
1303	6182.119384	8113.699058
1304	6178.382979	8107.548613
1305	6173.589143	8102.267676
1306	6169.3646	8096.177845
1307	6166.294186	8092.045542
1308	6162.733522	8087.037588
1309	6160.099247	8082.319543
1310	6159.776799	8081.997793
1311	6158.458407	8080.015876
1312	6155.906236	8076.765403
1313	6154.859486	8074.278491
1314	6154.051387	8071.09838
1315	6149.942987	8065.716138
1316	6149.150407	8062.661027
1317	6144.169496	8057.159947
1318	6141.582073	8053.340007
1319	6136.019936	8046.338639
1320	6132.696147	8042.335725
1321	6128.16438	8036.665071
1322	6125.411916	8032.969294
1323	6125.154669	8032.665633
1324	6121.644267	8028.20476
1325	6116.709688	8018.948004
1326	6116.481522	8018.638797
1327	6115.96944	8018.08044
1328	6115.59185	8017.758715
1329	6115.33808	8017.410729
1330	6114.909309	8016.984822
1331	6110.728489	8010.601187
1332	6108.82288	8007.336645
1333	6104.052947	8002.517404
1334	6101.210616	7998.926643
1335	6095.555611	7991.065307
1336	6094.529325	7987.748807
1337	6089.461466	7981.788524
1338	6085.969996	7978.513873
1339	6084.311117	7976.159533
1340	6079.48858	7968.360757
1341	6075.518435	7961.987292
1342	6070.27207	7955.425461
1343	6069.584575	7954.54959
1344	6064.650972	7946.926091
1345	6058.586195	7940.979326
1346	6055.184336	7935.45096
1347	6052.380131	7931.329274
1348	6048.800822	7925.581564
1349	6047.430678	7922.346403
1350	6043.748485	7916.817081
1351	6038.521304	7908.933861
1352	6034.359236	7903.625301
1353	6030.01822	7897.425887
1354	6029.599361	7896.9662
1355	6029.156192	7896.480574
1356	6026.125967	7891.536365
1357	6025.370571	7891.006212
1358	6024.395083	7889.690117
1359	6021.432129	7885.14559
1360	6018.953625	7882.342015
1361	6015.736708	7877.713671
1362	6010.913267	7869.458054
1363	6010.641661	7869.1653
1364	6006.363475	7862.29758
1365	6002.618934	7857.673147
1366	6001.312122	7855.778097
1367	6000.79126	7855.268283
1368	5996.421962	7850.410472
1369	5996.013389	7848.878588
1370	5993.607249	7845.709657
1371	5990.42779	7840.62313
1372	5987.119336	7836.078099
1373	5983.332494	7830.558388
1374	5978.854796	7824.25205
1375	5975.223801	7819.580279
1376	5974.038851	7818.753209
1377	5973.7481	7818.338756
1378	5968.89518	7812.785597
1379	5963.747588	7806.993621
1380	5960.028411	7800.658928
1381	5958.063939	7797.609373
1382	5953.202115	7791.328616
1383	5947.129934	7782.416416
1384	5944.937018	7779.305944
1385	5939.530848	7772.984283
1386	5937.474877	7770.028706
1387	5934.738157	7766.353232
1388	5933.673797	7765.550039
1389	5928.113442	7758.239244
1390	5926.524779	7755.642893
1391	5922.487549	7750.583593
1392	5920.818861	7747.712039
1393	5918.702485	7745.572917
1394	5912.840944	7738.677102
1395	5907.731314	7732.273697
1396	5905.127037	7728.992895
1397	5903.21571	7726.477858
1398	5901.367079	7723.685567
1399	5901.210659	7723.346962
1400	5896.38195	7716.028052
1401	5892.993511	7710.92016
1402	5890.794366	7708.562365
1403	5890.6309	7708.283302
1404	5886.820053	7703.08089
1405	5881.166026	7695.243316
1406	5878.234366	7690.968453
1407	5873.499024	7684.553493
1408	5869.15176	7677.622256
1409	5866.66052	7673.790196
1410	5865.499198	7672.025876
1411	5863.385249	7668.276223
1412	5859.877035	7663.463615
1413	5855.681333	7656.353372
1414	5851.714599	7650.245725
1415	5848.977499	7646.854754
1416	5846.850601	7643.816171
1417	5842.058834	7638.41559
1418	5838.015603	7633.130899
1419	5835.025715	7629.561376
1420	5830.820237	7624.474694
1421	5830.388946	7623.90344
1422	5830.244821	7623.574291
1423	5827.662722	7620.118107
1424	5822.677538	7614.230094
1425	5819.6087	7609.680921
1426	5814.524705	7603.655284
1427	5814.230078	7603.370285
1428	5813.617506	7602.869688
1429	5812.834215	7601.198513
1430	5809.66257	7596.602766
1431	5806.76242	7593.439578
1432	5802.449258	7589.067815
1433	5802.404676	7588.812982
1434	5799.596884	7584.589332
1435	5796.381138	7581.411153
1436	5793.179979	7577.594829
1437	5789.981325	7571.897916
1438	5786.078389	7567.042316
1439	5783.084849	7563.434868
1440	5781.672465	7560.744799
1441	5775.938771	7552.424665
1442	5773.479665	7549.114252
1443	5767.770862	7542.628253
1444	5763.949109	7537.362988
1445	5761.576561	7533.115034
1446	5758.151121	7528.362691
1447	5754.796907	7523.754342
1448	5751.104746	7518.535655
1449	5747.015541	7512.569786
1450	5744.499404	7509.254791
1451	5741.454297	7505.807026
1452	5737.799357	7500.756672
1453	5734.492097	7495.997464
1454	5732.010271	7491.974684
1455	5730.257923	7488.251561
1456	5727.852547	7484.357787
1457	5724.876201	7479.203334
1458	5722.070175	7475.418924
1459	5716.992842	7468.138471
1460	5712.277456	7463.386183
1461	5708.483148	7458.767556
1462	5705.121207	7453.377701
1463	5701.853735	7448.917536
1464	5700.121825	7446.416754
1465	5696.966915	7441.856632
1466	5693.455153	7436.316864
1467	5691.350504	7431.569437
1468	5687.454634	7425.891301
1469	5684.997545	7423.215066
1470	5684.954088	7422.977127
1471	5681.51915	7417.9697
1472	5680.481281	7415.666904
1473	5677.639398	7411.89746
1474	5672.77398	7404.707528
1475	5669.409918	7400.37529
1476	5667.84372	7397.42904
1477	5664.721728	7392.696767
1478	5661.701163	7387.32538
1479	5660.263049	7384.566695
1480	5655.17945	7379.531357
1481	5652.617657	7375.874741
1482	5651.564558	7374.581005
1483	5647.758171	7369.51693
1484	5646.001031	7367.437512
1485	5641.334417	7361.071662
1486	5639.486023	7358.893383
1487	5636.792955	7354.632899
1488	5633.430025	7349.799893
1489	5630.683897	7345.919565
1490	5627.783092	7342.040078
1491	5626.29216	7340.650447
1492	5622.998875	7336.871762
1493	5620.854041	7334.236301
1494	5618.400659	7329.416685
1495	5614.9617	7325.094392
1496	5611.223414	7321.224968
1497	5608.239083	7317.10878
1498	5608.196152	7316.882365
1499	5603.808999	7311.356186
1500	5600.836008	7306.612562
1501	5598.296621	7303.208445
1502	5598.120348	7302.334876
1503	5594.476715	7298.148941
1504	5590.517083	7293.179327
1505	5586.223015	7288.942893
1506	5582.988008	7284.423793
1507	5580.291085	7281.004365
1508	5575.466388	7275.646363
1509	5573.436577	7272.498308
1510	5570.683419	7268.779367
1511	5567.413772	7264.494219
1512	5564.57923	7260.66263
1513	5560.487049	7255.085021
1514	5558.16378	7251.774709
1515	5555.097056	7248.305328
1516	5552.062644	7244.037553
1517	5548.957362	7240.632799
1518	5547.098198	7239.012264
1519	5546.743043	7238.698131
1520	5544.38553	7235.957067
1521	5539.7638	7230.533796
1522	5537.597698	7228.496794
1523	5536.187669	7225.05957
1524	5534.716437	7222.708997
1525	5532.897135	7220.211584
1526	5529.633248	7215.870163
1527	5526.97564	7212.29533
1528	5524.351863	7209.257753
1529	5520.141433	7204.591682
1530	5515.66291	7200.398343
1531	5515.048958	7199.220018
1532	5514.594915	7198.769086
1533	5510.750787	7192.648647
1534	5508.409467	7189.485775
1535	5505.763469	7184.880467
1536	5505.502713	7184.393715
1537	5501.402526	7180.299674
1538	5498.106009	7175.595729
1539	5495.342677	7171.797137
1540	5490.154162	7166.235274
1541	5485.695898	7160.576579
1542	5481.36128	7153.481235
1543	5477.552937	7148.703601
1544	5474.667319	7145.448397
1545	5471.655446	7140.615031
1546	5468.706342	7136.886047
1547	5466.411414	7133.270176
1548	5462.905694	7128.96818
1549	5461.297512	7126.405933
1550	5458.632144	7122.63084
1551	5457.070971	7119.780248
1552	5454.627603	7116.865377
1553	5452.480115	7114.236184
1554	5452.055236	7113.728934
1555	5447.570097	7108.99876
1556	5445.244379	7105.638798
1557	5443.296759	7102.817708
1558	5442.086991	7101.053661
1559	5441.368667	7099.873478
1560	5438.639115	7095.498526
1561	5434.424188	7090.506162
1562	5431.341868	7086.889676
1563	5428.288772	7083.182474
1564	5425.922672	7078.438104
1565	5422.683682	7073.953073
1566	5419.136929	7069.248772
1567	5419.084935	7069.015618
1568	5416.114961	7065.845104
1569	5413.912521	7062.922843
1570	5411.21284	7058.983808
1571	5407.905396	7053.533629
1572	5402.927602	7046.90281
1573	5400.182729	7043.616783
1574	5397.465371	7040.432954
1575	5394.166188	7036.382739
1576	5393.212713	7035.017744
1577	5393.005297	7034.760544
1578	5392.357767	7033.242247
1579	5388.671764	7028.47345
1580	5382.256176	7020.732147
1581	5379.312401	7017.315897
1582	5377.141805	7013.390839
1583	5375.558145	7011.994686
1584	5371.958199	7007.866019
1585	5371.920903	7007.629612
1586	5370.36188	7005.033712
1587	5369.019346	7002.951516
1588	5367.355832	7000.372746
1589	5367.033232	7000.095906
1590	5364.917128	6995.914076
1591	5361.118956	6990.675793
1592	5358.193441	6987.106472
1593	5353.188527	6981.125609
1594	5350.45538	6977.180336
1595	5348.862609	6975.386573
1596	5346.273634	6972.382289
1597	5343.123093	6965.897457
1598	5341.554576	6964.246576
1599	5339.10938	6959.277395
1600	5336.844122	6955.573552
1601	5335.342715	6952.977299
1602	5330.80211	6947.593909
1603	5330.4898	6947.163766
1604	5326.225468	6942.348958
1605	5323.5349	6939.371524
1606	5323.434853	6939.140296
1607	5322.445918	6937.548696
1608	5319.158416	6932.542609
1609	5314.428998	6926.135264
1610	5314.282554	6925.881645
1611	5311.720542	6923.150065
1612	5309.837671	6920.679182
1613	5307.008005	6917.332349
1614	5305.231766	6915.330405
1615	5301.455536	6911.448537
1616	5298.222741	6906.459055
1617	5294.441193	6901.886069
1618	5292.255821	6898.882279
1619	5291.223793	6896.328265
1620	5288.329938	6892.574596
1621	5285.075889	6888.776637
1622	5282.571469	6886.145306
1623	5278.663827	6881.579781
1624	5276.585547	6878.00812
1625	5274.29384	6873.013634
1626	5270.07686	6868.088704
1627	5266.559114	6864.796173
1628	5264.825099	6863.386052
1629	5262.020874	6859.653369
1630	5258.372042	6854.476651
1631	5255.806827	6852.016181
1632	5253.936698	6849.128794
1633	5252.622919	6846.583744
1634	5249.682812	6841.972501
1635	5247.335093	6838.018793
1636	5245.094218	6834.460698
1637	5243.583632	6832.837077
1638	5241.470292	6830.861125
1639	5238.987964	6828.041619
1640	5238.567114	6827.735443
1641	5238.573068	6827.519538
1642	5237.010944	6826.220527
1643	5236.876238	6825.952682
1644	5236.689018	6825.672784
1645	5235.476555	6824.007654
1646	5231.387594	6819.406561
1647	5231.001329	6818.979779
1648	5230.210919	6817.757822
1649	5225.440065	6812.980453
1650	5221.293273	6807.805571
1651	5220.957499	6807.393386
1652	5217.558662	6803.298361
1653	5213.113096	6796.042346
1654	5209.794423	6791.773914
1655	5206.57617	6787.209266
1656	5202.402627	6782.695116
1657	5202.178404	6782.422223
1658	5200.126826	6779.099714
1659	5197.512086	6776.043024
1660	5193.281917	6771.382029
1661	5190.857846	6768.494023
1662	5187.824942	6763.793097
1663	5184.124903	6759.857408
1664	5183.434143	6759.241898
1665	5182.178939	6756.127774
1666	5180.173042	6753.062887
1667	5178.492502	6751.797896
1668	5174.465405	6747.754246
1669	5172.589964	6745.815051
1670	5169.919658	6743.188389
1671	5167.664964	6741.441369
1672	5164.581833	6736.681391
1673	5161.718437	6731.941955
1674	5157.805889	6727.107206
1675	5157.474781	6725.50523
1676	5155.024178	6722.917015
1677	5149.310612	6715.765576
1678	5148.155363	6713.479787
1679	5144.127788	6708.586345
1680	5143.593569	6708.113955
1681	5140.39577	6703.52831
1682	5135.707808	6698.759387
1683	5134.123925	6696.071858
1684	5130.531868	6689.93926
1685	5128.886788	6688.043058
1686	5125.283215	6683.716434
1687	5123.987416	6681.466396
1688	5119.832582	6677.259429
1689	5119.104941	6676.186937
1690	5117.91155	6674.74751
1691	5117.725708	6674.257501
1692	5117.379466	6673.938348
1693	5114.755401	6670.447812
1694	5112.228265	6666.032795
1695	5111.717466	6665.558475
1696	5109.119251	6662.978073
1697	5106.231245	6659.648288
1698	5103.572699	6656.340328
1699	5101.174787	6652.798852
1700	5100.073584	6651.684637
1701	5098.103636	6647.928204
1702	5096.743609	6645.588016
1703	5095.831073	6644.193403
1704	5094.200653	6641.896083
1705	5091.6797	6638.300485
1706	5088.56822	6634.730582
1707	5086.364532	6631.784866
1708	5082.740756	6626.467703
1709	5081.239851	6624.485534
1710	5077.232919	6619.526988
1711	5076.612448	6618.213666
1712	5073.406797	6613.921377
1713	5070.604384	6611.029544
1714	5068.572573	6608.248244
1715	5066.709326	6605.914832
1716	5064.474483	6602.918622
1717	5061.791872	6600.146792
1718	5058.092636	6595.451003
1719	5056.406071	6593.895753
1720	5053.829226	6591.137921
1721	5050.199149	6586.650256
1722	5047.478247	6582.897132
1723	5045.801796	6580.982128
1724	5044.167589	6579.050255
1725	5042.110206	6576.788383
1726	5040.30944	6575.03776
1727	5038.037399	6570.284456
1728	5035.274132	6567.22293
1729	5033.349519	6564.115345
1730	5032.255397	6561.963679
1731	5031.0093	6560.41253
1732	5028.327808	6557.401845
1733	5027.337172	6556.472736
1734	5027.136489	6556.247063
1735	5024.993059	6553.108671
1736	5023.40534	6550.278716
1737	5023.334634	6550.023406
1738	5020.646039	6546.610889
1739	5017.220384	6542.350853
1740	5014.740406	6539.02605
1741	5012.041581	6535.263529
1742	5010.377837	6531.999382
1743	5008.502488	6529.42562
1744	5005.544407	6524.329832
1745	5001.533239	6518.659696
1746	4997.796995	6514.948084
1747	4996.738207	6513.770786
1748	4995.715113	6512.660043
1749	4992.328163	6508.306982
1750	4989.23569	6505.105094
1751	4987.010993	6502.839807
1752	4984.928936	6500.070826
1753	4982.335392	6497.839989
1754	4979.979045	6495.107678
1755	4978.092784	6492.585543
1756	4975.17446	6489.073073
1757	4972.122558	6483.998784
1758	4969.305959	6480.644923
1759	4966.44496	6477.129091
1760	4964.405589	6474.082111
1761	4962.149622	6470.251643
1762	4957.773877	6464.0152
1763	4955.453502	6461.343115
1764	4953.660589	6458.237103
1765	4953.53036	6458.032302
1766	4952.439861	6456.014268
1767	4950.523402	6454.329491
1768	4948.002716	6451.03822
1769	4945.051082	6446.31245
1770	4941.735272	6442.218857
1771	4940.258628	6439.95259
1772	4937.483154	6435.20165
1773	4934.632733	6432.654651
1774	4932.506831	6429.720621
1775	4931.627506	6428.05844
1776	4929.929105	6426.29867
1777	4928.5372	6423.074007
1778	4927.02112	6420.944193
1779	4923.783084	6415.961661
1780	4921.782855	6413.234338
1781	4919.626646	6410.066125
1782	4916.817387	6406.546124
1783	4914.213384	6403.921227
1784	4912.308696	6400.945504
1785	4910.444831	6397.935026
1786	4908.378755	6395.435213
1787	4906.802463	6393.663419
1788	4905.429691	6391.216832
1789	4904.149949	6388.788048
1790	4902.509138	6386.647587
1791	4899.035467	6382.692399
1792	4897.831841	6381.106971
1793	4895.532708	6378.022401
1794	4894.425568	6375.730948
1795	4891.938745	6372.449526
1796	4889.732426	6370.14348
1797	4888.337551	6368.111559
1798	4883.617436	6362.973726
1799	4881.302527	6359.792106
1800	4879.263485	6355.839323
1801	4877.260919	6353.192827
1802	4874.844757	6350.209857
1803	4874.609493	6349.677313
1804	4872.403609	6347.555005
1805	4869.173819	6343.493578
1806	4866.893437	6340.346872
1807	4865.674736	6338.697804
1808	4864.27981	6336.400021
1809	4862.262162	6332.989597
1810	4859.404415	6328.999001
1811	4857.308913	6327.02397
1812	4856.236717	6325.351333
1813	4853.514239	6322.175323
1814	4852.631469	6320.15399
1815	4851.328109	6318.304737
1816	4848.15256	6314.636478
1817	4846.638575	6312.755403
1818	4845.668497	6310.724617
1819	4844.463348	6309.238251
1820	4844.360679	6308.993185
1821	4841.987837	6306.055471
1822	4839.310493	6302.855525
1823	4837.639519	6301.007156
1824	4835.148459	6297.858804
1825	4835.042707	6297.682356
1826	4831.287662	6293.499971
1827	4828.689076	6290.411187
1828	4825.949759	6286.617227
1829	4822.383931	6282.629456
1830	4820.918896	6281.163943
1831	4817.925369	6276.613633
1832	4816.40485	6274.360391
1833	4813.517585	6270.620708
1834	4811.946682	6268.349884
1835	4810.585951	6266.901296
1836	4808.140343	6262.870906
1837	4804.796471	6259.148423
1838	4802.683299	6257.12283
1839	4802.177145	6256.414864
1840	4800.161747	6253.302719
1841	4799.840071	6252.927823
1842	4797.380092	6250.471966
1843	4794.682944	6246.297012
1844	4792.781095	6243.378359
1845	4792.081062	6242.048692
1846	4790.817937	6240.101612
1847	4790.223796	6238.943438
1848	4788.957002	6236.357841
1849	4787.83745	6235.06721
1850	4784.911932	6230.989112
1851	4782.362765	6227.760312
1852	4779.202893	6224.195818
1853	4778.638987	6222.841602
1854	4776.538365	6220.382008
1855	4774.378008	6218.163065
1856	4772.345702	6214.521224
1857	4769.895196	6211.788075
1858	4768.715234	6209.560519
1859	4767.458359	6206.79888
1860	4767.373971	6206.65584
1861	4764.623508	6203.05939
1862	4763.439701	6201.291372
1863	4760.408219	6197.468233
1864	4758.909512	6195.988275
1865	4756.346528	6192.623153
1866	4752.225093	6188.487014
1867	4751.395244	6186.718685
1868	4751.050768	6186.13918
1869	4749.195393	6183.727283
1870	4746.483585	6180.085026
1871	4744.311143	6176.868206
1872	4741.125579	6173.7729
1873	4738.970761	6170.910868
1874	4736.524543	6167.718212
1875	4735.338266	6166.589213
1876	4732.849834	6163.495721
1877	4730.389075	6159.95941
1878	4728.509787	6157.528849
1879	4726.20607	6155.205955
1880	4725.76092	6154.637332
1881	4722.565849	6151.048184
1882	4721.438337	6149.781063
1883	4718.767674	6146.276442
1884	4717.66927	6144.338654
1885	4715.286719	6141.312463
1886	4713.375151	6138.641858
1887	4710.045205	6133.361423
1888	4707.373781	6129.720109
1889	4703.821183	6124.846347
1890	4701.479141	6122.066593
1891	4697.512592	6117.236606
1892	4695.163214	6113.508262
1893	4692.30829	6109.807192
1894	4689.327226	6105.909206
1895	4684.893779	6100.364303
1896	4682.104887	6097.469673
1897	4680.640598	6095.869883
1898	4678.801526	6093.545736
1899	4676.716322	6090.502876
1900	4673.963648	6087.200784
1901	4672.021482	6083.88039
1902	4670.792526	6081.753268
1903	4667.724283	6077.92711
1904	4665.937811	6075.255437
1905	4664.21808	6072.497934
1906	4661.756478	6069.290243
1907	4660.139337	6067.109547
1908	4658.221241	6064.322267
1909	4655.421745	6060.2663
1910	4650.809031	6054.539489
1911	4647.645806	6050.007273
1912	4646.984802	6048.878386
1913	4645.100005	6046.421166
1914	4644.438508	6045.17618
1915	4641.618589	6041.884518
1916	4640.977669	6040.920368
1917	4639.594378	6039.32742
1918	4638.256881	6036.993579
1919	4635.537126	6033.090104
1920	4633.650909	6030.566024
1921	4631.69322	6028.32094
1922	4630.328788	6026.491657
1923	4628.917513	6024.298361
1924	4628.674989	6023.960429
1925	4626.90986	6021.521809
1926	4624.481906	6018.18439
1927	4621.449973	6014.505166
1928	4619.029123	6011.572335
1929	4617.375673	6009.078382
